floor,GEOID,Uppm,county,radon,log_radon,uranium,log_uranium,county_id
0,27065,0.948014,Kanabec,1.8,0.5877866649021191,0.948014,-0.053386008903670616,15
0,27065,0.948014,Kanabec,2.6,0.9555114450274363,0.948014,-0.053386008903670616,15
0,27065,0.948014,Kanabec,3.8,1.33500106673234,0.948014,-0.053386008903670616,15
0,27065,0.948014,Kanabec,7.9,2.066862759472976,0.948014,-0.053386008903670616,15
0,27059,0.471483,Isanti,3.6,1.2809338454620642,0.471483,-0.7518722327017873,19
0,27059,0.471483,Isanti,3.0,1.0986122886681098,0.471483,-0.7518722327017873,19
0,27059,0.471483,Isanti,2.2,0.7884573603642703,0.471483,-0.7518722327017873,19
0,27049,1.21727,Goodhue,14.3,2.6602595372658615,1.21727,0.19661064642423215,36
0,27049,1.21727,Goodhue,7.6,2.028148247292285,1.21727,0.19661064642423215,36
1,27049,1.21727,Goodhue,6.9,1.9315214116032138,1.21727,0.19661064642423215,36
1,27049,1.21727,Goodhue,9.8,2.2823823856765264,1.21727,0.19661064642423215,36
0,27049,1.21727,Goodhue,4.9,1.589235205116581,1.21727,0.19661064642423215,36
0,27049,1.21727,Goodhue,2.6,0.9555114450274363,1.21727,0.19661064642423215,36
0,27049,1.21727,Goodhue,43.5,3.7727609380946383,1.21727,0.19661064642423215,36
0,27049,1.21727,Goodhue,4.9,1.589235205116581,1.21727,0.19661064642423215,36
0,27049,1.21727,Goodhue,3.5,1.252762968495368,1.21727,0.19661064642423215,36
0,27049,1.21727,Goodhue,4.8,1.5686159179138452,1.21727,0.19661064642423215,36
0,27049,1.21727,Goodhue,3.5,1.252762968495368,1.21727,0.19661064642423215,36
0,27049,1.21727,Goodhue,5.6,1.7227665977411035,1.21727,0.19661064642423215,36
0,27049,1.21727,Goodhue,3.9,1.3609765531356006,1.21727,0.19661064642423215,36
0,27049,1.21727,Goodhue,6.7,1.9021075263969205,1.21727,0.19661064642423215,36
0,27003,0.428565,Anoka,3.1,1.1314021114911006,0.428565,-0.8473128604997048,16
0,27003,0.428565,Anoka,1.0,0.0,0.428565,-0.8473128604997048,16
0,27003,0.428565,Anoka,1.2,0.1823215567939546,0.428565,-0.8473128604997048,16
0,27003,0.428565,Anoka,1.2,0.1823215567939546,0.428565,-0.8473128604997048,16
0,27003,0.428565,Anoka,0.7,-0.35667494393873245,0.428565,-0.8473128604997048,16
0,27003,0.428565,Anoka,1.4,0.3364722366212129,0.428565,-0.8473128604997048,16
0,27003,0.428565,Anoka,1.3,0.26236426446749106,0.428565,-0.8473128604997048,16
0,27003,0.428565,Anoka,2.5,0.9162907318741551,0.428565,-0.8473128604997048,16
0,27003,0.428565,Anoka,1.5,0.4054651081081644,0.428565,-0.8473128604997048,16
0,27003,0.428565,Anoka,1.1,0.09531017980432493,0.428565,-0.8473128604997048,16
0,27003,0.428565,Anoka,4.5,1.5040773967762742,0.428565,-0.8473128604997048,16
0,27003,0.428565,Anoka,0.4,-0.916290731874155,0.428565,-0.8473128604997048,16
0,27003,0.428565,Anoka,1.3,0.26236426446749106,0.428565,-0.8473128604997048,16
0,27003,0.428565,Anoka,2.1,0.7419373447293773,0.428565,-0.8473128604997048,16
